,TwonHalfDecade,constituentid_x,counts
1549,1800,271,1
1550,1800,277,1
1556,1800,390,1
1558,1800,400,1
1559,1800,417,1
1560,1800,422,1
1407,1775,1296,1
1401,1775,1125,1
1162,1725,38436,1
1400,1775,1100,1
1240,1750,1296,1
1241,1750,1297,1
1243,1750,1304,1
1246,1750,1568,1
1250,1750,7189,1
1251,1750,7193,1
1256,1750,12310,1
1267,1750,18861,1
1268,1750,19896,1
1272,1750,22131,1
1273,1750,22723,1
1276,1750,23749,1
1279,1750,24920,1
1282,1750,26356,1
1284,1750,26867,1
1285,1750,27042,1
1286,1750,27258,1
1287,1750,28418,1
1288,1750,29613,1
1290,1750,30670,1
1292,1750,32830,1
1238,1750,1286,1
1235,1750,1193,1
1231,1750,896,1
1190,1750,310,1
1163,1725,38584,1
1165,1725,47746,1
1167,1725,50417,1
1174,1750,86,1
1179,1750,168,1
1180,1750,173,1
1181,1750,190,1
1186,1750,254,1
1187,1750,259,1
1191,1750,328,1
1230,1750,851,1
1192,1750,333,1
1196,1750,398,1
1209,1750,464,1
1211,1750,471,1
1214,1750,522,1
1216,1750,544,1
1217,1750,553,1
1226,1750,640,1
1228,1750,703,1
1293,1750,34447,1
1296,1750,36172,1
1300,1750,37573,1
1379,1775,600,1
1351,1775,403,1
1357,1775,440,1
1359,1775,449,1
1365,1775,503,1
1366,1775,508,1
1367,1775,519,1
1368,1775,528,1
1375,1775,580,1
1378,1775,590,1
1380,1775,611,1
1349,1775,397,1
1381,1775,629,1
1383,1775,635,1
1384,1775,636,1
1387,1775,642,1
1388,1775,643,1
1393,1775,943,1
1394,1775,950,1
1395,1775,956,1
1398,1775,1014,1
1350,1775,398,1
1348,1775,394,1
1305,1750,48748,1
1325,1775,171,1
1308,1750,49761,1
1311,1775,33,1
1315,1775,46,1
1317,1775,55,1
1318,1775,88,1
1319,1775,106,1
1320,1775,110,1
1323,1775,167,1
1324,1775,168,1
1328,1775,196,1
1347,1775,370,1
1329,1775,203,1
1330,1775,210,1
1331,1775,211,1
1333,1775,217,1
1337,1775,236,1
1338,1775,254,1
1343,1775,317,1
1344,1775,328,1
1345,1775,346,1
747,1650,229,1
742,1650,195,1
3334,1950,634,1
187,1500,1322,1
230,1525,62,1
231,1525,106,1
232,1525,110,1
233,1525,140,1
235,1525,180,1
239,1525,215,1
240,1525,229,1
241,1525,273,1
243,1525,278,1
245,1525,296,1
247,1525,358,1
248,1525,367,1
249,1525,394,1
250,1525,398,1
251,1525,402,1
258,1525,463,1
260,1525,501,1
265,1525,594,1
267,1525,672,1
269,1525,960,1
271,1525,1010,1
228,1525,46,1
227,1525,37,1
224,1500,37005,1
212,1500,23321,1
194,1500,2719,1
198,1500,10026,1
199,1500,10730,1
200,1500,12466,1
201,1500,13179,1
207,1500,18314,1
209,1500,22720,1
210,1500,23025,1
211,1500,23172,1
213,1500,23749,1
223,1500,36526,1
214,1500,26820,1
215,1500,27063,1
216,1500,30958,1
217,1500,31188,1
218,1500,34346,1
219,1500,34710,1
220,1500,35270,1
221,1500,35307,1
222,1500,36157,1
272,1525,1011,1
273,1525,1235,1
276,1525,1301,1
335,1550,333,1
323,1550,115,1
325,1550,190,1
327,1550,199,1
328,1550,217,1
329,1550,229,1
330,1550,254,1
332,1550,278,1
333,1550,296,1
334,1550,328,1
336,1550,356,1
320,1550,62,1
341,1550,446,1
346,1550,558,1
347,1550,584,1
349,1550,889,1
353,1550,1274,1
356,1550,1303,1
357,1550,1305,1
358,1550,1513,1
359,1550,1528,1
321,1550,106,1
319,1550,58,1
280,1525,1829,1
298,1525,27042,1
282,1525,4475,1
283,1525,7188,1
288,1525,12466,1
290,1525,14034,1
292,1525,17142,1
294,1525,18302,1
295,1525,23655,1
296,1525,24254,1
297,1525,26867,1
299,1525,27063,1
315,1550,28,1
301,1525,30413,1
302,1525,30819,1
303,1525,31306,1
305,1525,35798,1
306,1525,36526,1
309,1525,38538,1
311,1525,48860,1
312,1525,50234,1
314,1550,18,1
191,1500,1601,1
186,1500,1304,1
372,1550,12389,1
183,1500,1274,1
36,1250,34466,1
38,1275,352,1
39,1275,427,1
42,1275,34466,1
50,1325,427,1
51,1325,2718,1
55,1350,631,1
56,1350,1290,1
58,1375,9,1
59,1375,35,1
62,1375,12466,1
64,1400,427,1
66,1400,713,1
67,1400,1829,1
72,1425,9,1
74,1425,193,1
77,1425,465,1
78,1425,556,1
80,1425,7193,1
81,1425,34466,1
82,1450,9,1
35,1250,9926,1
34,1250,2718,1
33,1250,35,1
16,100,35,1
2,-400,9926,1
5,-100,184,1
6,-100,1449,1
10,25,1303,1
11,25,1305,1
12,25,2718,1
13,25,9926,1
14,25,11822,1
15,25,47746,1
17,150,619,1
31,1225,631,1
18,200,35,1
19,200,254,1
20,225,595,1
21,1100,2718,1
22,1150,556,1
23,1150,631,1
27,1200,35,1
28,1200,631,1
30,1225,556,1
84,1450,184,1
88,1450,441,1
89,1450,455,1
163,1500,353,1
145,1475,26158,1
148,1500,54,1
149,1500,57,1
150,1500,62,1
153,1500,167,1
156,1500,195,1
157,1500,196,1
159,1500,211,1
160,1500,225,1
165,1500,412,1
139,1475,13179,1
166,1500,425,1
170,1500,455,1
173,1500,515,1
174,1500,516,1
175,1500,518,1
178,1500,873,1
179,1500,889,1
181,1500,1033,1
182,1500,1271,1
142,1475,18314,1
137,1475,9808,1
90,1450,465,1
109,1475,109,1
91,1450,501,1
92,1450,584,1
96,1450,1296,1
99,1450,7175,1
100,1450,12466,1
101,1450,14034,1
103,1450,34466,1
104,1450,37005,1
106,1450,38885,1
112,1475,184,1
132,1475,1626,1
115,1475,403,1
119,1475,455,1
122,1475,518,1
123,1475,525,1
124,1475,566,1
125,1475,606,1
126,1475,614,1
128,1475,951,1
129,1475,1290,1
365,1550,1880,1
373,1550,12466,1
740,1650,192,1
571,1600,23541,1
618,1625,254,1
619,1625,278,1
622,1625,307,1
623,1625,310,1
626,1625,354,1
627,1625,370,1
629,1625,403,1
630,1625,422,1
639,1625,514,1
640,1625,556,1
641,1625,558,1
643,1625,623,1
647,1625,896,1
650,1625,988,1
652,1625,1010,1
653,1625,1016,1
654,1625,1215,1
657,1625,1297,1
659,1625,1449,1
660,1625,1528,1
662,1625,1536,1
617,1625,230,1
615,1625,225,1
612,1625,196,1
586,1600,37573,1
573,1600,25792,1
574,1600,26158,1
575,1600,26820,1
576,1600,28418,1
578,1600,30406,1
579,1600,31306,1
580,1600,31407,1
582,1600,35578,1
583,1600,35620,1
588,1600,38436,1
611,1625,195,1
592,1600,50098,1
593,1600,50890,1
595,1625,14,1
602,1625,65,1
603,1625,100,1
604,1625,106,1
606,1625,136,1
608,1625,177,1
609,1625,190,1
663,1625,1537,1
664,1625,1555,1
665,1625,1626,1
719,1625,47510,1
708,1625,36172,1
709,1625,36275,1
711,1625,36532,1
712,1625,37005,1
713,1625,37368,1
714,1625,38120,1
716,1625,38150,1
717,1625,38436,1
718,1625,46560,1
720,1625,48076,1
705,1625,30535,1
721,1625,48449,1
724,1625,50417,1
725,1625,52930,1
731,1650,65,1
732,1650,66,1
736,1650,156,1
737,1650,166,1
738,1650,168,1
739,1650,190,1
706,1625,30958,1
704,1625,30514,1
666,1625,1655,1
687,1625,17722,1
672,1625,7193,1
674,1625,9808,1
677,1625,10939,1
679,1625,12389,1
680,1625,13179,1
683,1625,15073,1
684,1625,16988,1
685,1625,17142,1
686,1625,17510,1
689,1625,18314,1
702,1625,30255,1
690,1625,19896,1
691,1625,20021,1
692,1625,21018,1
695,1625,22844,1
696,1625,23019,1
698,1625,24202,1
699,1625,24254,1
700,1625,26158,1
701,1625,29353,1
572,1600,23749,1
568,1600,23036,1
376,1550,14034,1
567,1600,23019,1
424,1575,556,1
426,1575,639,1
427,1575,640,1
428,1575,672,1
430,1575,703,1
431,1575,892,1
434,1575,1100,1
435,1575,1168,1
436,1575,1236,1
438,1575,1290,1
440,1575,1304,1
441,1575,1467,1
443,1575,1538,1
444,1575,1552,1
445,1575,1623,1
448,1575,1880,1
451,1575,9808,1
454,1575,10730,1
455,1575,11697,1
456,1575,12376,1
457,1575,12466,1
421,1575,501,1
418,1575,455,1
416,1575,427,1
398,1575,29,1
378,1550,16188,1
379,1550,17142,1
382,1550,19896,1
384,1550,21517,1
386,1550,23321,1
388,1550,30670,1
391,1550,36852,1
395,1550,46933,1
396,1550,50526,1
399,1575,33,1
414,1575,403,1
401,1575,37,1
402,1575,48,1
404,1575,107,1
406,1575,142,1
407,1575,184,1
408,1575,190,1
411,1575,229,1
412,1575,278,1
413,1575,328,1
459,1575,14025,1
466,1575,20021,1
468,1575,23019,1
541,1600,1449,1
522,1600,490,1
524,1600,539,1
525,1600,584,1
529,1600,818,1
530,1600,896,1
534,1600,1053,1
535,1600,1235,1
538,1600,1296,1
539,1600,1297,1
542,1600,1524,1
515,1600,435,1
544,1600,1555,1
547,1600,4475,1
551,1600,10173,1
552,1600,10730,1
556,1600,15728,1
557,1600,17495,1
558,1600,18165,1
560,1600,18406,1
561,1600,19896,1
521,1600,471,1
512,1600,403,1
469,1575,23025,1
487,1575,50098,1
471,1575,23749,1
472,1575,24355,1
474,1575,35270,1
476,1575,36526,1
478,1575,37252,1
479,1575,37368,1
480,1575,38120,1
483,1575,46813,1
485,1575,47510,1
489,1575,50954,1
510,1600,399,1
491,1600,17,1
496,1600,65,1
498,1600,109,1
500,1600,178,1
504,1600,225,1
505,1600,229,1
506,1600,254,1
507,1600,268,1
509,1600,368,1
1606,1800,1168,1
1614,1800,1453,1
1615,1800,1459,1
2708,1900,30670,1
2761,1900,52020,1
2763,1900,52662,1
2764,1900,52820,1
2765,1900,52888,1
2767,1925,15,1
2768,1925,18,1
2769,1925,19,1
2770,1925,20,1
2771,1925,28,1
2773,1925,34,1
2774,1925,35,1
2775,1925,46,1
2777,1925,51,1
2778,1925,58,1
2779,1925,59,1
2780,1925,60,1
2783,1925,67,1
2785,1925,78,1
2787,1925,84,1
2788,1925,89,1
2790,1925,102,1
2757,1900,50418,1
2756,1900,50388,1
2753,1900,49582,1
2729,1900,36272,1
2713,1900,31074,1
2714,1900,31260,1
2715,1900,31292,1
2718,1900,33054,1
2724,1900,35461,1
2725,1900,35601,1
2726,1900,35798,1
2727,1900,35953,1
2728,1900,36259,1
2732,1900,37094,1
2752,1900,49319,1
2736,1900,37625,1
2740,1900,38278,1
2742,1900,38580,1
2743,1900,38645,1
2744,1900,43565,1
2746,1900,46323,1
2747,1900,47202,1
2748,1900,47746,1
2751,1900,49282,1
2793,1925,107,1
2798,1925,126,1
2801,1925,138,1
2870,1925,472,1
2852,1925,403,1
2854,1925,420,1
2855,1925,423,1
2856,1925,424,1
2862,1925,435,1
2864,1925,444,1
2865,1925,448,1
2866,1925,450,1
2869,1925,466,1
2875,1925,509,1
2848,1925,372,1
2878,1925,529,1
2881,1925,537,1
2882,1925,542,1
2884,1925,547,1
2885,1925,548,1
2887,1925,561,1
2888,1925,562,1
2892,1925,593,1
2893,1925,602,1
2850,1925,383,1
2847,1925,366,1
2802,1925,146,1
2828,1925,264,1
2803,1925,147,1
2808,1925,182,1
2809,1925,188,1
2810,1925,190,1
2814,1925,200,1
2815,1925,203,1
2823,1925,251,1
2824,1925,256,1
2827,1925,263,1
2829,1925,267,1
2846,1925,355,1
2830,1925,283,1
2831,1925,286,1
2832,1925,288,1
2834,1925,300,1
2835,1925,316,1
2839,1925,328,1
2841,1925,331,1
2843,1925,349,1
2844,1925,350,1
2712,1900,31067,1
2701,1900,30049,1
2897,1925,621,1
2690,1900,27757,1
2536,1900,627,1
2539,1900,636,1
2541,1900,648,1
2544,1900,700,1
2546,1900,747,1
2548,1900,851,1
2549,1900,886,1
2551,1900,967,1
2552,1900,990,1
2556,1900,1015,1
2557,1900,1018,1
2558,1900,1026,1
2559,1900,1050,1
2561,1900,1123,1
2562,1900,1128,1
2563,1900,1168,1
2565,1900,1233,1
2566,1900,1238,1
2567,1900,1244,1
2569,1900,1277,1
2572,1900,1301,1
2534,1900,617,1
2533,1900,613,1
2532,1900,610,1
2514,1900,477,1
2497,1900,403,1
2498,1900,407,1
2503,1900,435,1
2507,1900,456,1
2508,1900,458,1
2509,1900,459,1
2511,1900,469,1
2512,1900,472,1
2513,1900,475,1
2516,1900,495,1
2531,1900,604,1
2519,1900,515,1
2520,1900,516,1
2521,1900,522,1
2523,1900,547,1
2524,1900,552,1
2526,1900,571,1
2527,1900,576,1
2529,1900,593,1
2530,1900,598,1
2574,1900,1304,1
2578,1900,1467,1
2583,1900,1528,1
2667,1900,23224,1
2648,1900,17722,1
2652,1900,19205,1
2655,1900,20175,1
2656,1900,20260,1
2659,1900,21061,1
2660,1900,21516,1
2661,1900,21728,1
2663,1900,21971,1
2664,1900,22725,1
2669,1900,23537,1
2645,1900,16974,1
2674,1900,23782,1
2676,1900,23952,1
2678,1900,24202,1
2679,1900,24254,1
2682,1900,26255,1
2684,1900,26492,1
2685,1900,26820,1
2688,1900,27230,1
2689,1900,27582,1
2646,1900,17567,1
2644,1900,16609,1
2586,1900,1543,1
2605,1900,1757,1
2587,1900,1552,1
2589,1900,1568,1
2592,1900,1615,1
2594,1900,1629,1
2595,1900,1633,1
2597,1900,1647,1
2599,1900,1663,1
2600,1900,1664,1
2604,1900,1701,1
2614,1900,7173,1
2643,1900,16177,1
2616,1900,9683,1
2617,1900,9708,1
2618,1900,9713,1
2620,1900,9736,1
2627,1900,12153,1
2628,1900,12161,1
2629,1900,12389,1
2641,1900,15484,1
2642,1900,15988,1
2896,1925,615,1
2898,1925,622,1
1616,1800,1513,1
3128,1925,30374,1
3183,1925,38913,1
3186,1925,45011,1
3187,1925,45103,1
3188,1925,45174,1
3190,1925,46807,1
3191,1925,47202,1
3193,1925,47296,1
3196,1925,48451,1
3197,1925,48860,1
3199,1925,49315,1
3200,1925,49531,1
3205,1925,50364,1
3212,1925,52034,1
3215,1925,52662,1
3217,1925,52788,1
3218,1925,52821,1
3223,1950,34,1
3225,1950,48,1
3226,1950,54,1
3228,1950,67,1
3230,1950,79,1
3181,1925,38689,1
3180,1925,38630,1
3179,1925,38361,1
3148,1925,33077,1
3130,1925,30712,1
3131,1925,30875,1
3132,1925,30888,1
3134,1925,31260,1
3138,1925,31565,1
3140,1925,31702,1
3141,1925,31703,1
3142,1925,32724,1
3146,1925,33053,1
3150,1925,34342,1
3175,1925,37984,1
3155,1925,35184,1
3156,1925,35186,1
3157,1925,35272,1
3159,1925,35441,1
3160,1925,35526,1
3163,1925,36136,1
3165,1925,36259,1
3167,1925,36897,1
3173,1925,37729,1
3232,1950,83,1
3233,1950,88,1
3234,1950,90,1
3312,1950,505,1
3290,1950,410,1
3291,1950,419,1
3295,1950,434,1
3300,1950,451,1
3301,1950,454,1
3303,1950,458,1
3304,1950,464,1
3307,1950,476,1
3309,1950,496,1
3316,1950,530,1
3286,1950,379,1
3317,1950,534,1
3319,1950,542,1
3320,1950,544,1
3323,1950,564,1
3325,1950,574,1
3326,1950,583,1
3330,1950,605,1
3332,1950,620,1
3333,1950,625,1
3287,1950,383,1
3285,1950,378,1
3235,1950,92,1
3259,1950,207,1
3236,1950,94,1
3237,1950,98,1
3239,1950,104,1
3243,1950,117,1
3247,1950,139,1
3249,1950,149,1
3250,1950,152,1
3253,1950,169,1
3255,1950,189,1
3265,1950,257,1
3283,1950,358,1
3266,1950,258,1
3268,1950,263,1
3269,1950,269,1
3270,1950,272,1
3272,1950,292,1
3273,1950,293,1
3275,1950,313,1
3276,1950,317,1
3280,1950,343,1
3129,1925,30474,1
3127,1925,30299,1
2900,1925,631,1
3125,1925,30266,1
2965,1925,1574,1
2969,1925,1613,1
2971,1925,1622,1
2973,1925,1625,1
2975,1925,1641,1
2976,1925,1645,1
2979,1925,1658,1
2981,1925,1662,1
2984,1925,1754,1
2988,1925,1897,1
2990,1925,1995,1
2991,1925,2129,1
2993,1925,2500,1
2997,1925,5380,1
3000,1925,7175,1
3002,1925,7193,1
3003,1925,9709,1
3010,1925,10711,1
3012,1925,11112,1
3013,1925,11115,1
3014,1925,11671,1
2959,1925,1534,1
2958,1925,1528,1
2953,1925,1455,1
2921,1925,1045,1
2902,1925,645,1
2905,1925,775,1
2906,1925,851,1
2909,1925,921,1
2910,1925,923,1
2913,1925,971,1
2915,1925,988,1
2916,1925,990,1
2918,1925,1022,1
2922,1925,1050,1
2951,1925,1402,1
2924,1925,1056,1
2925,1925,1058,1
2926,1925,1060,1
2929,1925,1078,1
2930,1925,1079,1
2933,1925,1137,1
2938,1925,1233,1
2942,1925,1280,1
2944,1925,1293,1
3016,1925,12224,1
3021,1925,12852,1
3024,1925,13354,1
3105,1925,27869,1
3088,1925,23916,1
3091,1925,24202,1
3092,1925,24254,1
3093,1925,24317,1
3094,1925,25003,1
3097,1925,25799,1
3099,1925,26958,1
3102,1925,27346,1
3103,1925,27759,1
3106,1925,27871,1
3083,1925,23655,1
3107,1925,28076,1
3108,1925,28175,1
3112,1925,28449,1
3113,1925,29066,1
3114,1925,29124,1
3116,1925,29560,1
3120,1925,29796,1
3122,1925,30083,1
3124,1925,30246,1
3085,1925,23749,1
3082,1925,23541,1
3026,1925,13784,1
3055,1925,19418,1
3027,1925,13805,1
3032,1925,14689,1
3034,1925,14890,1
3041,1925,16955,1
3042,1925,17314,1
3044,1925,17714,1
3049,1925,18233,1
3050,1925,18314,1
3051,1925,18605,1
3056,1925,19896,1
3079,1925,23173,1
3059,1925,20080,1
3060,1925,20108,1
3061,1925,20125,1
3066,1925,21358,1
3070,1925,21971,1
3071,1925,22058,1
3074,1925,23036,1
3076,1925,23076,1
3078,1925,23171,1
2496,1900,398,1
2495,1900,396,1
2493,1900,391,1
1838,1825,23559,1
1891,1850,190,1
1899,1850,230,1
1900,1850,233,1
1901,1850,234,1
1902,1850,237,1
1903,1850,242,1
1904,1850,264,1
1905,1850,277,1
1906,1850,279,1
1908,1850,285,1
1911,1850,303,1
1914,1850,314,1
1915,1850,317,1
1916,1850,319,1
1919,1850,333,1
1920,1850,361,1
1921,1850,373,1
1923,1850,378,1
1924,1850,387,1
1931,1850,436,1
1934,1850,456,1
1890,1850,182,1
1889,1850,180,1
1888,1850,163,1
1860,1825,35271,1
1842,1825,24254,1
1845,1825,26867,1
1846,1825,27230,1
1847,1825,27258,1
1849,1825,28629,1
1850,1825,28975,1
1852,1825,29613,1
1855,1825,30128,1
1856,1825,30277,1
1861,1825,36526,1
1882,1850,95,1
1862,1825,37005,1
1866,1825,38216,1
1867,1825,45424,1
1870,1825,48449,1
1871,1825,49704,1
1872,1825,50075,1
1874,1825,51145,1
1875,1825,52155,1
1880,1850,50,1
1936,1850,469,1
1938,1850,474,1
1939,1850,475,1
2039,1850,23321,1
2008,1850,13223,1
2017,1850,17142,1
2022,1850,18233,1
2023,1850,18314,1
2025,1850,19888,1
2030,1850,20855,1
2034,1850,21894,1
2037,1850,23019,1
2038,1850,23032,1
2044,1850,23917,1
2005,1850,12761,1
2047,1850,25003,1
2051,1850,27041,1
2053,1850,27089,1
2059,1850,29124,1
2064,1850,30277,1
2069,1850,31058,1
2075,1850,34520,1
2076,1850,34521,1
2078,1850,35184,1
2006,1850,13106,1
2002,1850,10967,1
1940,1850,487,1
1958,1850,639,1
1941,1850,488,1
1943,1850,502,1
1946,1850,542,1
1947,1850,548,1
1950,1850,577,1
1951,1850,581,1
1953,1850,589,1
1954,1850,599,1
1957,1850,633,1
1960,1850,713,1
2001,1850,10942,1
1964,1850,851,1
1978,1850,1306,1
1979,1850,1449,1
1980,1850,1466,1
1984,1850,1568,1
1987,1850,1649,1
1989,1850,1667,1
1990,1850,1676,1
1995,1850,7169,1
1839,1825,23749,1
1837,1825,23541,1
2492,1900,387,1
1835,1825,23172,1
1678,1800,34336,1
1679,1800,34346,1
1681,1800,36526,1
1682,1800,36532,1
1692,1800,48870,1
1693,1800,50234,1
1694,1800,50388,1
1695,1800,50662,1
1697,1825,14,1
1698,1825,28,1
1699,1825,31,1
1700,1825,33,1
1704,1825,90,1
1706,1825,95,1
1708,1825,106,1
1710,1825,111,1
1712,1825,143,1
1715,1825,167,1
1717,1825,170,1
1718,1825,175,1
1719,1825,180,1
1677,1800,30670,1
1676,1800,30413,1
1675,1800,30083,1
1645,1800,16746,1
1617,1800,1524,1
1619,1800,1552,1
1622,1800,1568,1
1623,1800,1622,1
1624,1800,1626,1
1626,1800,1643,1
1629,1800,1848,1
1634,1800,9690,1
1640,1800,13179,1
1646,1800,16747,1
1674,1800,30049,1
1647,1800,16980,1
1648,1800,16981,1
1649,1800,16982,1
1653,1800,18314,1
1654,1800,18801,1
1661,1800,23040,1
1663,1800,23321,1
1666,1800,24202,1
1673,1800,30015,1
1726,1825,217,1
1727,1825,220,1
1730,1825,243,1
1803,1825,1565,1
1780,1825,1014,1
1783,1825,1046,1
1785,1825,1063,1
1786,1825,1068,1
1788,1825,1110,1
1789,1825,1131,1
1795,1825,1294,1
1796,1825,1296,1
1797,1825,1297,1
1814,1825,10740,1
1777,1825,964,1
1815,1825,12379,1
1817,1825,13223,1
1822,1825,16570,1
1824,1825,17261,1
1826,1825,17940,1
1829,1825,20515,1
1830,1825,21018,1
1832,1825,21751,1
1834,1825,23019,1
1779,1825,1013,1
1776,1825,944,1
1731,1825,245,1
1752,1825,435,1
1732,1825,257,1
1733,1825,262,1
1741,1825,358,1
1742,1825,398,1
1743,1825,402,1
1744,1825,404,1
1745,1825,405,1
1750,1825,431,1
1751,1825,432,1
1758,1825,497,1
1775,1825,851,1
1761,1825,513,1
1763,1825,538,1
1764,1825,570,1
1765,1825,578,1
1766,1825,579,1
1767,1825,582,1
1768,1825,594,1
1772,1825,639,1
1773,1825,672,1
2079,1850,35279,1
2080,1850,35461,1
2083,1850,36526,1
2084,1850,37005,1
2339,1875,29806,1
2340,1875,29809,1
2342,1875,30049,1
2345,1875,30295,1
2346,1875,30374,1
2348,1875,30514,1
2351,1875,30905,1
2352,1875,31029,1
2358,1875,32939,1
2359,1875,33083,1
2365,1875,36172,1
2367,1875,36740,1
2370,1875,37253,1
2373,1875,37573,1
2377,1875,38436,1
2378,1875,38556,1
2382,1875,46996,1
2383,1875,47510,1
2384,1875,48860,1
2385,1875,48918,1
2386,1875,49582,1
2337,1875,29796,1
2335,1875,29501,1
2333,1875,28623,1
2309,1875,23289,1
2283,1875,15541,1
2284,1875,15988,1
2292,1875,20131,1
2297,1875,20770,1
2298,1875,20855,1
2299,1875,21544,1
2301,1875,22219,1
2305,1875,22958,1
2307,1875,23036,1
2311,1875,23541,1
2329,1875,27757,1
2312,1875,23628,1
2315,1875,24355,1
2316,1875,24421,1
2318,1875,25003,1
2320,1875,26255,1
2323,1875,26492,1
2324,1875,26820,1
2327,1875,27230,1
2328,1875,27399,1
2389,1875,50652,1
2390,1875,50653,1
2394,1875,52034,1
2468,1900,255,1
2451,1900,195,1
2453,1900,202,1
2454,1900,204,1
2455,1900,206,1
2456,1900,209,1
2460,1900,218,1
2461,1900,225,1
2462,1900,228,1
2467,1900,254,1
2471,1900,264,1
2447,1900,182,1
2474,1900,302,1
2475,1900,304,1
2481,1900,336,1
2484,1900,344,1
2485,1900,347,1
2486,1900,360,1
2487,1900,369,1
2488,1900,375,1
2490,1900,385,1
2448,1900,188,1
2446,1900,168,1
2397,1875,52738,1
2415,1900,52,1
2398,1875,52974,1
2400,1900,15,1
2401,1900,16,1
2402,1900,18,1
2406,1900,34,1
2408,1900,37,1
2410,1900,40,1
2412,1900,44,1
2414,1900,49,1
2417,1900,64,1
1,-425,9926,1
2420,1900,70,1
2422,1900,78,1
2426,1900,101,1
2430,1900,106,1
2433,1900,112,1
2434,1900,113,1
2436,1900,137,1
2439,1900,154,1
2442,1900,162,1
2282,1875,15484,1
2280,1875,14440,1
2272,1875,12389,1
2152,1875,279,1
2136,1875,188,1
2139,1875,195,1
2143,1875,225,1
2146,1875,240,1
2147,1875,241,1
2148,1875,257,1
2149,1875,264,1
2150,1875,267,1
2151,1875,268,1
2153,1875,283,1
2132,1875,162,1
2157,1875,296,1
2158,1875,306,1
2160,1875,322,1
2161,1875,324,1
2162,1875,325,1
2166,1875,359,1
2168,1875,387,1
2169,1875,388,1
2170,1875,391,1
2135,1875,171,1
2130,1875,158,1
2172,1875,395,1
2098,1850,49404,1
2087,1850,38150,1
2089,1850,38854,1
2090,1850,38911,1
2091,1850,44949,1
2093,1850,46560,1
2094,1850,47361,1
2095,1850,47746,1
2096,1850,48522,1
2097,1850,48860,1
2102,1850,51145,1
2129,1875,154,1
2103,1850,52099,1
2104,1850,52110,1
2106,1875,29,1
2107,1875,33,1
2110,1875,51,1
2114,1875,69,1
2115,1875,71,1
2117,1875,75,1
2121,1875,95,1
2171,1875,392,1
2176,1875,408,1
2271,1875,12224,1
2248,1875,1624,1
2223,1875,958,1
2230,1875,1197,1
2231,1875,1277,1
2235,1875,1294,1
2239,1875,1453,1
2242,1875,1543,1
2244,1875,1568,1
2245,1875,1569,1
2247,1875,1611,1
2249,1875,1626,1
2221,1875,896,1
2253,1875,1667,1
2255,1875,1757,1
2258,1875,2500,1
2263,1875,7192,1
2264,1875,7193,1
2265,1875,9719,1
2266,1875,9720,1
2267,1875,9808,1
2270,1875,10967,1
2222,1875,951,1
2220,1875,851,1
2180,1875,428,1
2201,1875,569,1
2182,1875,435,1
2186,1875,456,1
2187,1875,460,1
2190,1875,470,1
2193,1875,494,1
2196,1875,514,1
2197,1875,522,1
2199,1875,543,1
2200,1875,563,1
2203,1875,584,1
2218,1875,819,1
2204,1875,586,1
2205,1875,592,1
2206,1875,599,1
2207,1875,609,1
2208,1875,611,1
2210,1875,624,1
2212,1875,627,1
2214,1875,632,1
2217,1875,752,1
4885,2025,53145,1
